職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點,工作待遇範圍,企業規模
10/02,AI工程師,50000,長佳智能股份有限公司,70,2年以上,Git、Python,其它軟體及網路相關業,台中,"(40000, 50000]",中型企業
10/06,GS_Backend R&D for Cloud Service Console / Service Portals (Golang),40000,Zyxel Networks_兆勤科技股份有限公司(合勤集團),400,不拘,Linux、C、Python、Go、JavaScript、HTTP、TCP/IP,通訊機械器材相關業,新竹,"(30000, 40000]",大型企業
10/25,R2: AI Software Engineer-223,40000,德律科技股份有限公司,950,不拘,Github、C++、Python、Visual C++,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/19,系統開發工程師,50000,元晶電子有限公司,20,1年以上,Linux、Windows 7、Windows 10、C、C#、C++、C++.Net、Python、Visual Basic、Visual Basic .net、Visual Studio、Visual Studio .net、MySQL、JavaScript,其他電子零組件相關業,雙北,"(40000, 50000]",小型企業
10/23,61300-軟體研發工程師(高雄),40000,QNAP_威聯通科技股份有限公司,1300,不拘,Linux、C、C++、Python、Vmware,電腦軟體服務業,高雄,"(30000, 40000]",大型企業
10/10,後端工程師-高雄,35000,玩藝國際股份有限公司,50,1年以上,Github、PHP、Python、MySQL、HTML、JavaScript、jQuery、Node.js,電子通訊╱電腦週邊零售業,高雄,"(30000, 40000]",小型企業
10/26,機器學習工程師(電腦視覺)-台南,40000,晶睿通訊股份有限公司_台達電子集團,1300,2年以上,C、C++、Python,多媒體相關業,台南,"(30000, 40000]",大型企業
10/20,(GS)資料科學家-商業分析師,37000,宥豪數位股份有限公司,22,2年以上,Python、Excel、Tableau、Google Analytics、Google Tag Manager、Google Data Studio,廣告行銷公關業,雙北,"(30000, 40000]",小型企業
10/25,生理訊號處理工程師,40000,慶旺科技股份有限公司,30,不拘,Git、C#、C++、Matlab、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",小型企業
10/16,客服工程師（高雄）,33000,雲端行動科技股份有限公司,32,不拘,Linux、Shell、Windows 10、Python,電腦軟體服務業,高雄,"(30000, 40000]",小型企業
10/26,【軟體院】5G資通訊系統研發工程師,40000,資策會_財團法人資訊工業策進會,2000,不拘,Linux、C++、Python,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/27,軟體開發工程師 ( 台北創新組 ),40000,歐立威科技股份有限公司,40,3年以上,Linux、Python、Go、PostgreSQL、HTML、JavaScript、CSS、Node.js,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/25,資訊處  軟體開發工程師,40000,中嘉數位股份有限公司,1400,1年以上,Linux、AJAX、PHP、Python、MySQL、JavaScript、jQuery,網際網路相關業,雙北,"(30000, 40000]",大型企業
09/29,Software QA Engineer (vocol.ai),40000,犀動智能科技股份有限公司,65,1年以上,Python、JavaScript,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/25,產險-機器學習工程師(總公司),30000,富邦產物保險股份有限公司,2839,不拘,不拘,金融控股業,雙北,"(0, 30000]",大型企業
10/23,3D圖學研發工程師,40000,虹承科技有限公司,16,不拘,C#、C++、Python,電腦軟體服務業,高雄,"(30000, 40000]",小型企業
09/28,Senior Machine Learning Engineer  資深機器學習工程師,100000,阿福股份有限公司,60,其他,C、Python,多媒體相關業,雙北,"(90000, 100000]",中型企業
10/25,製造資料科學工程師,50000,紫式大數據決策股份有限公司,11,不拘,Python、R,工商顧問服務業,新竹,"(40000, 50000]",小型企業
10/25,【生產製造】模組製造工程師-龍科廠-R66,40000,友達光電股份有限公司,38000,1年以上,PHP、Python、MySQL、Excel、Outlook、PowerPoint、Project、Word、Tableau,光學器材製造業,桃園,"(30000, 40000]",大型企業
10/25,研發替代役(可申請預聘)-工研院機械所-自駕車軟體研發工程師(D300),40000,工研院 _財團法人工業技術研究院,6000,不拘,C、C++、Matlab、Python,其他專業／科學及技術業,新竹,"(30000, 40000]",大型企業
10/17,後端開發應用工程師 Full Stack Django Developer,40000,台灣愛達福樂檢驗技術有限公司,40,3年以上,Python、HTML、JavaScript、CSS、AngularJS、Django,工商顧問服務業,雙北,"(30000, 40000]",小型企業
10/25,Senior Software Engineer (3D Semantic Segmentation),133333,HOMEE AI_合宜家居股份有限公司,50,3年以上,Linux、C、C++、Python,其它軟體及網路相關業,雙北,"(100000, 200000]",小型企業
10/24,【諮詢服務】數據分析、數位化與新興科技諮詢 - 資深顧問,56000,安永聯合會計師事務所,1800,不拘,Excel、PowerPoint、Project、Word,會計服務業,雙北,"(50000, 60000]",大型企業
10/19,"Inbound Marketing Specialist(SEO, EC)【明基BenQ整合行銷中心】",40000,明基電通股份有限公司,1300,2年以上,Python、MS SQL、MySQL、Google Analytics、Google Data Studio,消費性電子產品製造業,雙北,"(30000, 40000]",大型企業
10/11,Data Engineer 亞太IT服務業界指標,80000,艾福提資訊有限公司,25000,2年以上,Python、Data Modeling,電腦軟體服務業,雙北,"(70000, 80000]",大型企業
10/19,【2024 RDSS研發替代役】通訊演算法工程師II,40000,聯發科技集團_達發科技股份有限公司,1100,不拘,C、Matlab、Python,IC設計相關業,新竹,"(30000, 40000]",大型企業
05/18,數據分析師,50000,傲群科技有限公司,30,不拘,Python、MS SQL、Tableau,網際網路相關業,台中,"(40000, 50000]",小型企業
10/23,RD_Tanner PDK - Design Kit Development Engineer,40000,Siemens EDA_愛爾蘭商西門子電子設計自動化股份有限公司台灣分公司,189,3年以上,C、C++、Perl、Python、TCL、EDA,其它軟體及網路相關業,新竹,"(30000, 40000]",中型企業
10/26,機器視覺軟體工程師(中和),40000,嘉澤端子工業股份有限公司,9000,不拘,C#、C++、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/20,自動化軟體測試工程師  Automation Software Quality Assurance Engineer,40000,Shoalter Technology Ltd. (Member of HKTV Grp.) _英屬維京群島商易貿創投有限公司台灣分公司,130,2年以上,Mac OS、Android、iOS、Windows 10、Python,其它軟體及網路相關業,雙北,"(30000, 40000]",中型企業
10/04,資安服務工程師-技術支援(台中總部),27400,誠雲科技股份有限公司,30,不拘,Linux、PHP、Python、MySQL,電腦軟體服務業,台中,"(0, 30000]",小型企業
10/25,軟體測試組長(電子遊戲),70000,崴拓資訊有限公司,30,3年以上,Python,電腦軟體服務業,雙北,"(60000, 70000]",小型企業
09/28,[2024 研發替代役] Physical Design Engineer (RDSS Intern)- Hsinchu,40000,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975,1年以上,Circuit Design、EDA、Verilog,其他半導體相關業,新竹,"(30000, 40000]",大型企業
10/24,軟體測試工程師,50000,初陽科技有限公司,25,不拘,MySQL、HTTP、TCP/IP、Adobe Photoshop,電腦軟體服務業,雙北,"(40000, 50000]",小型企業
10/26,系統工程師,40000,天宇工業股份有限公司,180,2年以上,不拘,消費性電子產品製造業,雙北,"(30000, 40000]",中型企業
10/02,Senior Security Firmware Designer,40000,PHOENIX TECHNOLOGIES INC_美商費尼克斯有限公司台灣分公司,200,其他,C++、Python、Security、Assembly、Drivers、Firmware,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/16,Anti-Virus Research Scientist/Engineer 電腦病毒分析師 - Taipei (Req: 11699)_歡迎應屆畢業生應徵,40000,美商Fortinet_英屬蓋曼群島商防特網股份有限公司台灣分公司,200,不拘,C、C++、Perl、Python、JavaScript、VBScript,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/23,AI影像處理工程師,40000,虹承科技有限公司,16,1年以上,C、C#、C++、Python,電腦軟體服務業,高雄,"(30000, 40000]",小型企業
10/20,REQ_23063972 JKR100-AI Software Engineer 實習生,30000,啟碁科技股份有限公司,10200,不拘,不拘,通訊機械器材相關業,新竹,"(0, 30000]",大型企業
10/27,SG_AI Consultant,40000,博弘雲端科技股份有限公司,150,3年以上,不拘,網際網路相關業,其他,"(30000, 40000]",中型企業
06/19,PA1451 軟體開發工程師/高級工程師(內湖),35000,仁寶電腦工業股份有限公司,9000,不拘,C、C#、C++、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
08/29,金融工程師,40000,緻太股份有限公司,10,不拘,C#、Python、MS SQL,光電產業,新竹,"(30000, 40000]",小型企業
10/23,REQ_23104919 AW0361 ERP系統開發工程師,40000,啟碁科技股份有限公司,10200,1年以上,C#、Python、MS SQL、PL/SQL,通訊機械器材相關業,新竹,"(30000, 40000]",大型企業
10/20,【經理事業部】研究人員,35000,群益期貨股份有限公司,280,不拘,C#、Python、VBA,其他投資理財相關業,雙北,"(30000, 40000]",大型企業
10/18,研發工程類-資深自動控制研發工程師/主管 Senior Motion Control Engineer/Manager - 桃園研發中心,40000,ASMPT Technology Limited_香港商先進太平洋股份有限公司台灣分公司,16000,5年以上,C、C++、Matlab、Python,半導體製造業,桃園,"(30000, 40000]",大型企業
10/26,TE測試軟體工程師_新竹_00863,30000,緯創資通股份有限公司,80000,1年以上,Linux、C、Python,電腦及其週邊設備製造業,新竹,"(0, 30000]",大型企業
10/18,MIS資訊工程師,32000,冉色斯動畫股份有限公司,40,不拘,Mac OS、Windows 7、Windows Server 2008、Windows Server 2012、Windows 10、Windows Server 2019、Python、VM,多媒體相關業,雙北,"(30000, 40000]",小型企業
10/12,【數據發展部】助理數據分析師,40000,聯合報股份有限公司,2295,1年以上,Python、Excel、SPSS,其他出版業,雙北,"(30000, 40000]",大型企業
10/26,嵌入式系統應用工程師,45000,銓鼎科技股份有限公司,50,3年以上,Linux、Python,其他電信及通訊相關業,台中,"(40000, 50000]",小型企業
10/26,軟體專案管理 PM,40000,普匯金融科技股份有限公司,30,不拘,Python,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/25,AI工程師,35000,志合訊息股份有限公司,200,1年以上,C、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",中型企業
10/24,【研究發展】AI工程師、機器學習工程師、資料科學家（AI Engineer）,42000,玩構網路科技有限公司,12,不拘,Linux、Github、Git、C、C#、C++、PHP、Python、MySQL、PostgreSQL、AWS,網際網路相關業,高雄,"(40000, 50000]",小型企業
10/25,QA Engineer 資深軟體測試工程師,40000,艾立運能股份有限公司,180,1年以上,Python、Junit,汽車貨運業,雙北,"(30000, 40000]",中型企業
09/25,軟體工程師,40000,台灣脈動股份有限公司,40,不拘,C、C#、C++、Visual Studio,電腦及其週邊設備製造業,台中,"(30000, 40000]",小型企業
10/19,軟體主管,40000,奇翼醫電股份有限公司,20,5年以上,Linux、Android、iOS、Github、Python、MySQL,醫療器材製造業,雙北,"(30000, 40000]",小型企業
10/26,Networking technical support engineer_TC220634,40000,"Super Micro Computer, Inc._美超微電腦股份有限公司",4000,3年以上,Shell、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/13,影像處理系統設計工程師,40000,瑞昱半導體股份有限公司,6700,不拘,C、C++、Matlab、Python、DSP,半導體製造業,新竹,"(30000, 40000]",大型企業
10/11,MIS助理工程師,40000,興創知能股份有限公司,28,1年以上,Linux、Python、DNS、TCP/IP,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/24,資深程式工程師,42000,俊來金屬股份有限公司,80,1年以上,Python、VBA、MS SQL、Excel,鋼鐵基本工業,台中,"(40000, 50000]",中型企業
10/06,(機器人產業)南區業務工程師,36000,至盛科技有限公司,15,不拘,Python,其他電子零組件相關業,高雄,"(30000, 40000]",小型企業
10/21,光子晶片軟體應用工程師,48000,恩萊特科技股份有限公司,12,不拘,Python,其它軟體及網路相關業,新竹,"(40000, 50000]",小型企業
10/11,SW_工程師/高級工程師(ARM/FPGA_PLATFORM),40000,宜鼎國際股份有限公司,800,1年以上,Linux、C++、Python、FPGA、Verilog、VHDL,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/11,(IOT)系統整合工程師-SSS,35000,華廣生技股份有限公司,1000,3年以上,Linux、C#、Python、Spring、MySQL、J2EE,醫療器材製造業,台中,"(30000, 40000]",大型企業
10/11,【風管板塊】海外風險管理專業人員,40000,國泰世華商業銀行股份有限公司_人力資源部,9000,2年以上,Python、PL/SQL、SAS,銀行業,雙北,"(30000, 40000]",大型企業
09/27,軟韌體設計工程師,48000,元晶電子有限公司,20,1年以上,Linux、Windows 7、Windows 10、C、C#、C++、C++.Net、Python、Visual Basic、Visual Basic .net、Visual Studio、Visual Studio .net、MySQL、JavaScript,其他電子零組件相關業,雙北,"(40000, 50000]",小型企業
10/05,【集團總部】數位發展技術主管/儲備幹部,40000,日勝生活科技股份有限公司,850,5年以上,Linux、Python、ETL、MS SQL、MySQL、PostgreSQL、HTML、JavaScript、CSS,建築工程業,雙北,"(30000, 40000]",大型企業
10/17,機器學習演算法工程師/資料科學工程師/Machine Learning Engineer/Data Scientist,40000,Phison Electronics Corp_群聯電子股份有限公司,3200,不拘,C、C++、Python,IC設計相關業,苗栗,"(30000, 40000]",大型企業
10/11,演算法開發工程師,40000,大砌國際電子股份有限公司,30,不拘,C、Matlab、Python、Visual Studio、DSP,IC設計相關業,新竹,"(30000, 40000]",小型企業
09/11,車用ECU韌體開發工程師_230025,40000,原相科技股份有限公司,500,5年以上,C++、Python、ADC、Firmware,其他半導體相關業,新竹,"(30000, 40000]",大型企業
10/25,系統工程師 (資訊本部),40000,東南旅行社股份有限公司,850,1年以上,Linux、Shell、Python、AWS,旅遊服務業,雙北,"(30000, 40000]",大型企業
10/02,Backend Engineer 軟體設計工程師,40000,優必達台灣有限公司,100,不拘,Linux、Python、Node.js、TCP/IP,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/11,(歡迎社會新鮮人)技術服務工程師,32000,翔傲國際電訊股份有限公司,13,不拘,Linux、Python、MySQL、Vmware、DNS、TCP/IP、SNMP、Telecom,電子通訊╱電腦週邊零售業,雙北,"(30000, 40000]",小型企業
10/25,【113年研發替代役】韌體架構工程師,40000,慧榮科技股份有限公司_SMI,1500,不拘,C、C++、Python,IC設計相關業,雙北,"(30000, 40000]",大型企業
10/25,Senior AI工程師 (街口金融科技),40000,街口電子支付股份有限公司,190,2年以上,Python,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/25,Django網頁工程師,35000,兆徠科技股份有限公司,20,不拘,Python、MySQL、HTML、JavaScript、Django,光電產業,雙北,"(30000, 40000]",小型企業
10/28,【DL/ML】Deep Learning / Machine Learning Engineer  (深度學習/機器學習工程師),40000,沛智生醫科技股份有限公司,15,1年以上,Linux、Python,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/27,軟體專案管理助理 APM,40000,普匯金融科技股份有限公司,30,不拘,Python,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/13,軟硬體測試工程師,40000,瑞軒科技股份有限公司,2400,3年以上,不拘,消費性電子產品製造業,雙北,"(30000, 40000]",大型企業
10/11,研發類-Drone/AMR(Autonomous Mobile Robot) ROS Sr. Engineer 機器人操作系統開發資深工程師 (SBG),40000,中強光電股份有限公司,11313,3年以上,Linux、C、C++、Python,光電產業,新竹,"(30000, 40000]",大型企業
10/06,DevOps 工程師,55000,弋揚科技股份有限公司,159,1年以上,Linux、Shell、Jenkins、Git、Python、AWS,電腦系統整合服務業,雙北,"(50000, 60000]",中型企業
10/25,BMC 工程師,40000,優達科技股份有限公司,150,不拘,C、Python、Version Control,電腦及其週邊設備製造業,雙北,"(30000, 40000]",中型企業
10/24,軟體研發工程師,40000,迅得機械股份有限公司,1000,不拘,C#、C++、Python、XML,電力機械器材製造修配業,桃園,"(30000, 40000]",大型企業
10/11,產品品質分析工程師,34000,東昇休閒有限公司,50,不拘,Python、R、Excel、Word、Tableau、Google Analytics,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
10/25,PE -Product Engineer(Calibre_PEX),40000,Siemens EDA_愛爾蘭商西門子電子設計自動化股份有限公司台灣分公司,189,5年以上,Linux、UNIX、Perl、Python、TCL、EDA、SPICE,其它軟體及網路相關業,新竹,"(30000, 40000]",中型企業
10/26,Supply Chain Data Analyst (外商科技) - 新店 - TP06G,40000,Tata Consultancy Services Limited Taiwan Branch_印度商塔塔顧問服務有限公司台灣分公司,250,3年以上,Python、MS SQL,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/06,電子軔體工程師,35000,久正光電股份有限公司,230,1年以上,C++、Matlab、Python,光電產業,台中,"(30000, 40000]",中型企業
10/26,PA0484 伺服器軟體設計工程師(內湖),36000,仁寶電腦工業股份有限公司,9000,不拘,Linux、C、C++、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/04,AI圖資工程師,35000,帷享科技股份有限公司台中分公司,350,1年以上,C、C++、Python,汽車及其零件製造業,台中,"(30000, 40000]",大型企業
10/27,(資深)後端系統開發工程師,40000,英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,200,不拘,Python、Django,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/17,Machine Learning Engineer,40000,雲象科技股份有限公司,80,1年以上,Linux、Git、C、C++、Python,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/25,網管工程師,40000,一卡通票證股份有限公司,200,3年以上,Linux、Python、Cisco、Firewall、TCP/IP,其他金融及輔助業,高雄,"(30000, 40000]",中型企業
10/13,Software Engineer 軟體工程師 (C++),70000,奧碼科技股份有限公司,20,不拘,Linux、C、C++、Python,電腦軟體服務業,雙北,"(60000, 70000]",小型企業
10/11,演算法工程師 (台北/新竹)(研發替代役可),40000,超象科技股份有限公司,42,不拘,C++、Matlab、Python,半導體製造業,雙北,"(30000, 40000]",小型企業
10/02,【大數據】生資研發研究員/副研究員,40000,華聯生物科技股份有限公司,80,1年以上,Python、R,生化科技研發業,雙北,"(30000, 40000]",中型企業
10/27,I.資訊類-程式開發工程師(資訊系統及流程自動化開發),40000,資誠聯合會計師事務所,3000,3年以上,ASP.NET、Python、Power BI​,會計服務業,雙北,"(30000, 40000]",大型企業
10/19,AI深度學習工程師,60000,萬達人工智慧科技股份有限公司,30,不拘,Linux、Github、C++、Python、Visual Studio,電腦軟體服務業,雙北,"(50000, 60000]",小型企業
07/18,自動化測試TQA-金融領域(TCD22),40000,資拓宏宇國際股份有限公司,1500,不拘,Android、iOS、Python,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/26,數據分析師,30000,鈊象電子股份有限公司,1000,不拘,R、Tableau,網際網路相關業,雙北,"(0, 30000]",大型企業
10/18,AI演算法工程師-T,40000,PMC_財團法人精密機械研究發展中心,250,不拘,C#、Python,檢測技術服務,台中,"(30000, 40000]",大型企業
10/06,113年度研發替代役-【Innovation Development】智能動畫技術研究員 Intelligent Animation Technology Researcher,40000,甲尚股份有限公司,200,不拘,C++、Python,多媒體相關業,雙北,"(30000, 40000]",中型企業
10/27,SW工程師/技術經理,40000,博磊智能有限公司,27,不拘,Android、MCU、Github、Git、C、C++、Python、TCP/IP、Bluetooth、WLAN,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/26,【AI團隊】演算法工程師 Algorithm Engineer_台北,40000,昕力資訊股份有限公司,600,3年以上,Python,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/13,資訊處_數據工程師,40000,美而快實業股份有限公司,200,2年以上,Linux、Shell、C#、Python、R、MS SQL、JavaScript、Power BI​,鞋類／布類／服飾品零售業,雙北,"(30000, 40000]",中型企業
10/02,Toolchain-Debugger/軟體工程師,40000,晶心科技股份有限公司,370,不拘,Linux、Github、C、C++、Python、TCL,IC設計相關業,新竹,"(30000, 40000]",大型企業
09/26,Algorithm Engineer,40000,立普思股份有限公司,64,3年以上,C、Python、C++test,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/20,軟韌體自動化測試開發工程師,40000,聯陽電子股份有限公司,30,不拘,Linux、Shell、C、C++、Python,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/18,產業及市場調研人員,35000,振芳股份有限公司,350,不拘,不拘,其他食品製造業,雙北,"(30000, 40000]",大型企業
10/27,資料分析師 (Data Analyst),40000,智域國際股份有限公司,33,不拘,Python、ETL、MS SQL、MySQL、Oracle、hadoop、AWS、DNS、Excel、Outlook、PowerPoint、Project、Visio、Word、Tableau、Google Analytics、Power BI​,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/17,SLAM軟體工程師,40000,香港商女媧創造股份有限公司台灣分公司,100,不拘,Linux、C++、Python,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/06,IP 驗證測試工程師,40000,Phison Electronics Corp_群聯電子股份有限公司,3200,2年以上,C、Python、VBA、LabVIEW,IC設計相關業,苗栗,"(30000, 40000]",大型企業
10/20,D8R550 BIOS資深/主任工程師,40000,啟碁科技股份有限公司,10200,5年以上,Linux、Shell、Github、C、C++、Python、Ethernet、Socket、TCP/IP、VLAN,通訊機械器材相關業,雙北,"(30000, 40000]",大型企業
10/29,EIS| 數據分析師,40000,殷富資訊股份有限公司,95,5年以上,Git、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",中型企業
10/04,大數據應用工程師(新竹),50000,億力資訊股份有限公司,180,2年以上,Git、Python、MS SQL、MySQL、HTML、JavaScript、CSS、VueJS、Django、Angular,電腦軟體服務業,新竹,"(40000, 50000]",中型企業
10/03,產品驗證工程師,26400,西柏科技股份有限公司,360,不拘,不拘,電腦及其週邊設備製造業,雙北,"(0, 30000]",大型企業
10/05,Senior DevOps Engineer,40000,沛星互動科技股份有限公司,500,2年以上,Shell、Python、AWS,多媒體相關業,雙北,"(30000, 40000]",大型企業
10/25,【GAI菁英專區】工研院資通所_電腦視覺與生成式AI工程師(T2),40000,工研院 _財團法人工業技術研究院,6000,不拘,C、C#、C++、Python,其他專業／科學及技術業,新竹,"(30000, 40000]",大型企業
10/18,交易員(新金融商品部),40000,康和綜合證券股份有限公司,800,3年以上,Python、VBA、Excel、PowerPoint、Word,證券及期貨業,雙北,"(30000, 40000]",大型企業
10/24,研究發展類-工控資深軟體工程師,40000,威剛科技股份有限公司,660,3年以上,C#、PHP、Python、ANSI SQL、MS SQL、MySQL、PL/SQL、PostgreSQL、JavaScript、Node.js、VueJS,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/18,SE儲能-整合EMS資深副理(台北),40000,泓德能源科技股份有限公司,200,2年以上,C、C++、Python、HTML、JavaScript、CSS、Excel、PowerPoint、Word、PLC,光電產業,雙北,"(30000, 40000]",中型企業
10/20,Software Engineer (Quality Infrastructure)【年薪100萬-150萬】,83333,麥迪創科技股份有限公司,20,不拘,Linux、Git、C、C++、Perl、Python,其它軟體及網路相關業,雙北,"(80000, 90000]",小型企業
10/23,【個人金融】通路數據分析人員(經驗行員),40000,玉山銀行_玉山商業銀行股份有限公司,8000,不拘,Python、Tableau,銀行業,雙北,"(30000, 40000]",大型企業
10/18,輿情數據研究員,35000,影響力數據顧問股份有限公司,30,不拘,Python、Excel、PowerPoint、Word、SPSS,廣告行銷公關業,雙北,"(30000, 40000]",小型企業
10/05,【挑戰SaaS數位服務】PHP Backend Developer,40000,愛酷智能科技股份有限公司,90,1年以上,Git、PHP、Python、MySQL、HTML、JavaScript,電子通訊/電腦週邊批發業,雙北,"(30000, 40000]",中型企業
10/02,Software Engineer 軟體工程師 (串接團隊),55000,宇匯知識科技股份有限公司,100,不拘,Git、ASP.NET、C#、Python、JavaScript,電腦軟體服務業,雙北,"(50000, 60000]",中型企業
10/06,資深大數據分析人員,50000,華南商業銀行股份有限公司,7900,3年以上,Python、MS SQL,銀行業,雙北,"(40000, 50000]",大型企業
10/25,軟體工程師,40000,鈦隼生物科技股份有限公司,29,3年以上,C、C++、Python,醫療器材製造業,雙北,"(30000, 40000]",小型企業
10/19,程式設計開發工程師,40000,佰龍機械廠股份有限公司,153,不拘,C#、C++、Python、Visual Studio、Visual Studio .net、MS SQL、PL/SQL、Progress、HTML、VBScript、IIS,專用生產機械製造修配業,雙北,"(30000, 40000]",中型企業
10/25,機器人機電整合工程師,40000,泰科動力股份有限公司,42,不拘,UML、Github、Jenkins、Git、C、C++、Python、Firmware,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/25,數據工程師Data Engineer,40000,TVBS_聯利媒體股份有限公司,1400,1年以上,Python、ETL、MySQL、AWS,電視業,雙北,"(30000, 40000]",大型企業
10/26,工程師,45000,洋聲股份有限公司,30,1年以上,C++、Matlab、Python、LabVIEW、Excel、PowerPoint、Word,檢測技術服務,雙北,"(40000, 50000]",小型企業
10/02,設計驗證工程師,40000,耀泉科技有限公司,20,不拘,MCU、C、Python、ARM、Assembly、Firmware,消費性電子產品製造業,雙北,"(30000, 40000]",小型企業
10/18,[HQ - Taipei] 資深後端軟體工程師 Senior Backend Engineer,70000,菜蟲農食股份有限公司,50,不拘,Linux、Github、Python、MySQL、HTML,農╱畜╱水產品零售業,雙北,"(60000, 70000]",小型企業
10/27,影像處理工程師 / Computer Vision Engineer,40000,チームラボ株式会社,1000,不拘,C++、Python,電腦軟體服務業,其他,"(30000, 40000]",大型企業
10/27,生產管理工程師,38000,錼創顯示科技股份有限公司,400,1年以上,不拘,半導體製造業,新竹,"(30000, 40000]",大型企業
10/17,AI R&D Software Engineer (Visual Document Intelligence) - (服務美商軟體龍頭 AI 研發中心),58333,美商昇迪凡科技術有限公司台灣分公司,3200,2年以上,Python,電腦軟體服務業,雙北,"(50000, 60000]",大型企業
10/20,T0R010-資深軟體工程師,40000,啟碁科技股份有限公司,10200,5年以上,不拘,通訊機械器材相關業,新竹,"(30000, 40000]",大型企業
10/25,數據視覺化工程師－B10B,40000,精誠資訊股份有限公司,4200,2年以上,Python、R、ANSI SQL、Excel、Outlook、PowerPoint、Word、Tableau、Power BI​、TIBCO,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
09/13,AI工程師,40000,億集創見應用科技股份有限公司,50,不拘,C、C++、Python,電腦軟體服務業,台中,"(30000, 40000]",小型企業
10/27,雲端工程師,40000,奇偶科技股份有限公司,190,3年以上,Git、C#、C++、Python、AWS、TCP/IP,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/16,商業智慧數據分析軟體顧問,40000,析數智匯股份有限公司,50,不拘,Python、R、MS SQL、SPSS,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/25,Quality Assurance Engineer (地點：桃園龜山/板橋),40000,印度商威普羅股份有限公司台灣分公司,200000,3年以上,Linux、Android、Python,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/23,Golang服務端工程師,40000,帆達科技有限公司,30,3年以上,Python、Go,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/24,軟體開發工程師,40000,伊勒伯科技股份有限公司,30,2年以上,Linux、C、C++、Python,生化科技研發業,雙北,"(30000, 40000]",小型企業
10/27,TSD5-軟體測試工程師,30000,D-Link_友訊科技股份有限公司,515,不拘,不拘,網際網路相關業,雙北,"(0, 30000]",大型企業
10/23,6S元富證券-數據分析人員,40000,元富證券股份有限公司,1900,不拘,Python、VBA、PL/SQL,證券及期貨業,雙北,"(30000, 40000]",大型企業
10/25,Lab Maintenance and Power Test Engineer 電源測試工程師 （工作地點：板橋）,40000,印度商威普羅股份有限公司台灣分公司,200000,2年以上,Linux,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/19,後端工程師(台北地區),40000,福能股份有限公司,32,2年以上,Git、C#、C++、Python、MS SQL、PostgreSQL,光電產業,雙北,"(30000, 40000]",小型企業
10/22,【網頁後端工程師】,51000,星光整合行銷有限公司,30,不拘,Linux、PHP、Python、MS SQL、MySQL、HTML、JavaScript、jQuery、CSS、Illustrator,網際網路相關業,台中,"(50000, 60000]",小型企業
10/25,工研院電光系統所_韌體工程師(S500/台南沙崙),40000,工研院 _財團法人工業技術研究院,6000,2年以上,C++、Matlab、Python,其他專業／科學及技術業,台南,"(30000, 40000]",大型企業
