職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點,工作待遇範圍,企業規模
07/25,Sr. PYTHON DEVELOPER 後端工程師,40000,美商網碩科技股份有限公司台灣分公司,70,5年以上,Github、Python、Data Modeling、MySQL、PL/SQL、Node.js,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/06,AI數據分析與演算法開發工程師,35000,竑騰科技股份有限公司,100,1年以上,C#、C++、Python、Visual C#、Visual C++,半導體製造業,高雄,"(30000, 40000]",中型企業
10/25,全端網站工程師,35000,怪尾巴創意行銷有限公司,15,不拘,Linux、Git、PHP、Python、MySQL、AWS、HTML、JavaScript、CSS,藥品╱化妝品及清潔用品零售業,雙北,"(30000, 40000]",小型企業
03/13,PCIe SSD 韌體開發工程師0503-台北辦公室,40000,Phison Electronics Corp_群聯電子股份有限公司,3200,不拘,C、C++、Python,IC設計相關業,雙北,"(30000, 40000]",大型企業
10/11,Python 工程師,40000,岳鼎股份有限公司,20,2年以上,OOP、Github、Python,網際網路相關業,雙北,"(30000, 40000]",小型企業
10/27,AI/CV Team Lead /Sr. Computer Vision Engineer 電腦視覺工程師,150000,數位身分股份有限公司,30,5年以上,C++、Python,其它軟體及網路相關業,雙北,"(100000, 200000]",小型企業
10/25,[AI] 資深軟體工程師 / Senior Software Engineer (士林),70000,Inventec_英業達股份有限公司,6000,其他,Jenkins、C、C++、Python、ReactJS,電腦及其週邊設備製造業,雙北,"(60000, 70000]",大型企業
10/24,.Net工程師（1年以上）-AP2,40000,探網科技股份有限公司,65,2年以上,ASP.NET、C#,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
09/28,QA Engineer,40000,Nogle Taiwan Limited_諾傑股份有限公司,320,3年以上,Python,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/25,Test Validation Engineer (工作地點：新竹湖口),40000,印度商威普羅股份有限公司台灣分公司,200000,3年以上,Linux、Python,電腦系統整合服務業,新竹,"(30000, 40000]",大型企業
10/20,軟體研發工程師-林口,140000,邁新科技有限公司,14,2年以上,Python、Visual C#、Visual C++,電腦及其週邊設備製造業,雙北,"(100000, 200000]",小型企業
10/13,助理工程師,30000,芯華電腦有限公司,20,不拘,不拘,電腦系統整合服務業,雙北,"(0, 30000]",小型企業
10/24,Senior Mask Layout Design Engineer- Taiwan,40000,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975,5年以上,不拘,其他半導體相關業,雙北,"(30000, 40000]",大型企業
08/08,PLC / SCADA / 大數據及AI應用  規劃工程師 & 儲備主管 (南部地區),40000,穎杰科技股份有限公司,10,不拘,Python、Excel、PowerPoint、Word、AutoCAD、PLC,自動控制相關業,高雄,"(30000, 40000]",小型企業
10/27,MA-進出口保稅專員 (台南),30000,緯穎科技服務股份有限公司,3000,2年以上,Python、Excel、Outlook、PowerPoint、Word、SAP,電腦及其週邊設備製造業,雙北,"(0, 30000]",大型企業
10/03,售後服務人員,34000,BMW總代理經銷商_依德股份有限公司,230,不拘,Excel、PowerPoint、Word、Power BI​,汽機車維修業,雙北,"(30000, 40000]",中型企業
10/11,"【資訊板塊】資料科學工程師 (數數發中心,DDT)",40000,國泰世華商業銀行股份有限公司_人力資源部,9000,不拘,Linux、Python、ETL、MS SQL、hadoop、Hive,銀行業,雙北,"(30000, 40000]",大型企業
06/29,統計分析專員,40000,金萬林企業股份有限公司,118,不拘,Python、R、MS SQL、Tableau、Power BI​,生化科技研發業,雙北,"(30000, 40000]",中型企業
10/25,"網站可靠性工程師 Site Reliability Engineer(SRE)/DevOps Engineer (AWS, Kubernetes)",40000,TVBS_聯利媒體股份有限公司,1400,1年以上,Linux、Jenkins、Git、Python、AWS,電視業,雙北,"(30000, 40000]",大型企業
10/19,RL機器學習工程師/Reinforcement Learning,60000,萬達人工智慧科技股份有限公司,30,不拘,Linux、Github、C++、Python,電腦軟體服務業,雙北,"(50000, 60000]",小型企業
09/25,多媒體產品-Embedded RTOS/Linux/Android Engineer - J1981,40000,廣達電腦股份有限公司,8691,1年以上,Linux、Android、C、C++、Python,電腦及其週邊設備製造業,桃園,"(30000, 40000]",大型企業
10/06,實驗量測工程師,40000,上銀科技股份有限公司,4800,2年以上,C、C#、Matlab、Python、LabVIEW,專用生產機械製造修配業,台中,"(30000, 40000]",大型企業
10/04,資料工程師(竹科),36000,晶元光電股份有限公司(晶電),4000,不拘,C#、Python、MS SQL、MySQL,光電產業,新竹,"(30000, 40000]",大型企業
10/27,資訊助理,35000,"替您錄科技股份有限公司(TGC Taiwan, Inc.)",100,不拘,Linux、Shell、MySQL、Firewall,多媒體相關業,雙北,"(30000, 40000]",中型企業
10/18,車用電子 研發工程師,40000,信昌明芳集團_信昌機械廠股份有限公司桃園分公司,9000,1年以上,Linux、Git、C++、Python,汽車及其零件製造業,桃園,"(30000, 40000]",大型企業
10/19,BI Head,40000,CATCHPLAY_英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,150,3年以上,Python、R、PL/SQL、Tableau、Power BI​、SAP,網際網路相關業,雙北,"(30000, 40000]",中型企業
09/26,資深韌體工程師,40000,網聯科技股份有限公司,20,不拘,C、C++、Python、Assembly、Firmware,電腦軟體服務業,台中,"(30000, 40000]",小型企業
09/28,數據分析師,50000,華南商業銀行股份有限公司,7900,3年以上,Python、MS SQL,銀行業,雙北,"(40000, 50000]",大型企業
10/18,大流量社群平台資深後端工程師 /Senior Backend Engineer(Golang),66666,宇泰華科技股份有限公司,100,5年以上,Python、Go、MS SQL、MySQL、AWS、Node.js,電腦軟體服務業,雙北,"(60000, 70000]",中型企業
10/18,軟體工程師,35000,撼訊科技股份有限公司,240,不拘,C、C++、Python、JavaScript、Firmware,電腦及其週邊設備製造業,雙北,"(30000, 40000]",中型企業
10/28,3D視覺應用工程師(北部),40000,弘翔精密科技股份有限公司,12,不拘,C#、C++、Python,精密儀器相關製造業,雙北,"(30000, 40000]",小型企業
10/18,【研發部】軟體工程師 (無經驗可/享久任獎金五萬元及提供租屋津貼或交通津貼),40000,易發精機股份有限公司,250,不拘,C++、Python、VBScript,自動控制相關業,桃園,"(30000, 40000]",大型企業
10/26,Software Engineer (Automation 自動化) 軟體設計工程師_TC230104,40000,"Super Micro Computer, Inc._美超微電腦股份有限公司",4000,不拘,不拘,電腦及其週邊設備製造業,桃園,"(30000, 40000]",大型企業
10/25,巨量資料分析工程師（自動化/安南區）,40000,光洋應用材料科技股份有限公司,1800,3年以上,Python、MS SQL、HTML、JavaScript、jQuery,其他金屬相關製造業,台南,"(30000, 40000]",大型企業
10/26,【技術部】助理數據分析師,34000,聯合線上股份有限公司,310,1年以上,Python、Excel、SPSS,網際網路相關業,雙北,"(30000, 40000]",大型企業
10/27,"Software Engineer, Intern / Part-time",35000,臺灣發展軟體科技股份有限公司,30,不拘,Linux、C、C++、Python,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
10/24,"Staff Engineer, Client Cloud Backend",157500,"Kloudless, A Netskope Company_科迪股份有限公司",100,其他,Python、Go、HTML,其它軟體及網路相關業,雙北,"(100000, 200000]",中型企業
10/18,UEFI Engineer,40000,PHOENIX TECHNOLOGIES INC_美商費尼克斯有限公司台灣分公司,200,3年以上,Linux、C、C++、Python、ARM、Firmware,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/17,軟體設計資深工程師_電源供應器相關產品(中壢),40000,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,88000,不拘,C、C#、Python,其他電子零組件相關業,桃園,"(30000, 40000]",大型企業
05/15,【凱基證券/衍生性商品部】量化分析人員,40000,中華開發金融控股股份有限公司(凱基證券)(凱基銀行)(中華開發資本),21864,不拘,不拘,金融控股業,雙北,"(30000, 40000]",大型企業
10/15,光學工程師 （研發單位）,40000,亨泰光學股份有限公司,170,不拘,C#、Matlab、Python、Excel、Outlook、PowerPoint、Word、Rhino、AutoCAD、SolidWorks,光學器材製造業,雙北,"(30000, 40000]",中型企業
10/17,電腦視覺演算法工程師,40000,積晟電子股份有限公司,20,3年以上,Linux、Github、C++、Python,電子通訊/電腦週邊批發業,雙北,"(30000, 40000]",小型企業
10/12,資料庫管理工程師,55000,三竹資訊股份有限公司,330,3年以上,Linux、Python、MS SQL、MySQL、JavaScript,其它軟體及網路相關業,雙北,"(50000, 60000]",大型企業
09/19,Data Scientist 資料科學家,40000,夏酷科技股份有限公司,15,2年以上,Python、R、MS SQL、Tableau,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/19,ERP資訊工程師,40000,聖州企業股份有限公司,250,3年以上,鼎新,汽機車及其零配件用品／批發業,雙北,"(30000, 40000]",大型企業
10/13,MES後端工程師,40000,大立光電股份有限公司,8000,不拘,C、C#、C++、Python、Go,光學器材製造業,台中,"(30000, 40000]",大型企業
10/23,程式設計,40000,財團法人慈濟傳播人文志業基金會,690,2年以上,Linux、AJAX、C、C++、PHP、Python、MS SQL、MySQL、HTML、JavaScript、jQuery、CSS,電視業,雙北,"(30000, 40000]",大型企業
10/19,數據應用組-系統工程師,40000,中國石油化學工業開發股份有限公司,1500,3年以上,Linux、Python、MySQL,合成樹脂／塑膠及橡膠製造業,雙北,"(30000, 40000]",大型企業
10/11,【衍生性商品】交易系統開發人員,40000,群益金鼎證券股份有限公司,2000,2年以上,Linux、C#、C++、Python、Visual Studio、MS SQL,證券及期貨業,雙北,"(30000, 40000]",大型企業
10/24,"Senior System Software Engineer, Security Enablement - MGX",40000,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975,不拘,Linux、C++、Python,其他半導體相關業,雙北,"(30000, 40000]",大型企業
05/02,韌體工程師03 (台南),40000,Phison Electronics Corp_群聯電子股份有限公司,3200,不拘,MCU、C、C++、Python,IC設計相關業,台南,"(30000, 40000]",大型企業
09/27,集團總部 - CRM Data Analyst (會員數據分析師),40000,必勝客Pizza Hut/肯德基KFC_富利餐飲股份有限公司,10666,3年以上,Python、R、MS SQL、MySQL、Tableau、Power BI​、SAS,其他餐飲業,雙北,"(30000, 40000]",大型企業
10/18,Back-End Developer 後端工程師,35000,怎漾數位創意股份有限公司,40,1年以上,Git、Python、Go、MySQL、HTML、JavaScript、Node.js,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
10/18,"資訊系統開發工程師【無經驗最高可達40,000元】",29100,敬鵬工業股份有限公司,3300,不拘,Android、C++、C++.Net、PowerBuilder、Python、R、MS SQL、PostgreSQL、SYSBASE、Node.js,印刷電路板製造業(PCB),桃園,"(0, 30000]",大型企業
10/16,AOI影像資深工程師,40000,星歐光學股份有限公司,100,不拘,C、C#、C++、Python,醫療器材製造業,台中,"(30000, 40000]",中型企業
10/02,CIM自動化工程師,40000,易捷系統股份有限公司,85,不拘,Linux、C#、Python、HTML,消費性電子產品製造業,雙北,"(30000, 40000]",中型企業
10/25,工研院中分院_人工智慧工程師(0H300),40000,工研院 _財團法人工業技術研究院,6000,不拘,Linux、Python、Django,其他專業／科學及技術業,新竹,"(30000, 40000]",大型企業
09/04,軟體研發驗證類：Software Engineer (QA) (Ｃ++ is nice to have)(應屆畢業生可)(竹北),40000,"Synopsys Taiwan Co., Ltd._台灣新思科技股份有限公司",900,不拘,不拘,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/19,嵌入式系統軟體工程師/技術經理,40000,聯發科技集團_達發科技股份有限公司,1100,不拘,C、C++、Python,IC設計相關業,新竹,"(30000, 40000]",大型企業
06/19,Senior/Junior Back-end Engineer 後端工程師,45000,智穎智能股份有限公司,11,2年以上,Mac OS、Python、MS SQL、MySQL、PostgreSQL、JavaScript、VueJS,工商顧問服務業,雙北,"(40000, 50000]",小型企業
09/26,Sr. Program Manager,40000,酷澎股份有限公司,250,5年以上,Python、MS SQL、MySQL,網際網路相關業,雙北,"(30000, 40000]",大型企業
10/26,網頁工程師,50000,星重力數位科技股份有限公司,20,3年以上,不拘,其它軟體及網路相關業,雙北,"(40000, 50000]",小型企業
10/18,IoT 韌體研發工程師 (Firmware Developer),40000,阿法碼科技股份有限公司,11,1年以上,MCU、Git、C、C++、Python、TCP/IP、UDP、ARM、Firmware,其它軟體及網路相關業,高雄,"(30000, 40000]",小型企業
10/13,python工程師,40000,雄獅資訊科技股份有限公司,206,1年以上,Linux、Github、Python、MS SQL,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/20,軟體研發工程師 - 新竹,140000,邁新科技有限公司,14,2年以上,Python、Visual C#、Visual C++,電腦及其週邊設備製造業,新竹,"(100000, 200000]",小型企業
10/25,工研院電光系統所_嵌入式系統整合開發軟體工程師(T400),40000,工研院 _財團法人工業技術研究院,6000,不拘,C、C++、Python,其他專業／科學及技術業,新竹,"(30000, 40000]",大型企業
10/02,軟體開發工程師（影像）-台中,35000,創新服務股份有限公司,80,不拘,C++、Python、LabVIEW,半導體製造業,台中,"(30000, 40000]",中型企業
10/06,【竹南】半導體軟體工程師(視訊面談/無經驗可/不需開發程式),35000,特瑞科技有限公司,120,不拘,Linux、Shell、UNIX、Windows Server 2012、C++、Python、MS SQL、PL/SQL、LAN,人力仲介代徵,苗栗,"(30000, 40000]",中型企業
10/16,測試工程師,50000,思創數位科技股份有限公司,260,1年以上,不拘,電腦及其週邊設備製造業,雙北,"(40000, 50000]",大型企業
10/02,軟體系統整合工程師 System Integration Engineer,40000,美時化學製藥股份有限公司,650,5年以上,ASP.NET、Java、Python、MS SQL、HTML、JavaScript、CSS,生化科技研發業,雙北,"(30000, 40000]",大型企業
10/11,Full Stack Software Engineer - Omniverse,40000,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975,5年以上,C++、Python,其他半導體相關業,雙北,"(30000, 40000]",大型企業
10/26,影像處理工程師 (新竹),40000,印正有限公司,40,不拘,MCU、C++、Python、DSP、FPGA,IC設計相關業,新竹,"(30000, 40000]",小型企業
10/04,資安服務工程師-技術支援(北部辦公室),27400,誠雲科技股份有限公司,30,不拘,Linux、PHP、Python、MySQL,電腦軟體服務業,雙北,"(0, 30000]",小型企業
10/11,Backend Engineer 軟體後端工程師,40000,摩速科技有限公司,70,不拘,Python、ReactJS、Django,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/24,【諮詢服務】數據分析、數位化與新興科技諮詢 - 顧問,45000,安永聯合會計師事務所,1800,不拘,Excel、PowerPoint、Project、Word,會計服務業,雙北,"(40000, 50000]",大型企業
10/12,區塊鏈工程師,40000,如牧創新有限公司,10,不拘,Github、Git、C++、Python、AWS、JavaScript、jQuery,廣告行銷公關業,雙北,"(30000, 40000]",小型企業
