職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點
10/18更新,"IoT 韌體研發工程師 (Firmware Developer)","月薪40,000~60,000元",阿法碼科技股份有限公司,11人,1年以上,MCU、Git、C、C++、Python、TCP/IP、UDP、ARM、Firmware,其它軟體及網路相關業,高雄
10/13更新,python工程師,待遇面議,雄獅資訊科技股份有限公司,206人,1年以上,"Linux、Github、Python、MS SQL",電腦軟體服務業,雙北
10/20更新,"軟體研發工程師 - 新竹","月薪140,000元以上",邁新科技有限公司,14人,2年以上,"Python、Visual C#、Visual C++",電腦及其週邊設備製造業,新竹
10/25更新,工研院電光系統所_嵌入式系統整合開發軟體工程師(T400),待遇面議,"工研院 _財團法人工業技術研究院",6000人,不拘,C、C++、Python,其他專業／科學及技術業,新竹
10/02更新,軟體開發工程師（影像）-台中,"月薪35,000~70,000元",創新服務股份有限公司,80人,不拘,C++、Python、LabVIEW,半導體製造業,台中
10/06更新,【竹南】半導體軟體工程師(視訊面談/無經驗可/不需開發程式),"月薪35,000~40,000元",特瑞科技有限公司,120人,不拘,"Linux、Shell、UNIX、Windows Server 2012、C++、Python、MS SQL、PL/SQL、LAN",人力仲介代徵,苗栗
10/16更新,測試工程師,"年薪600,000~800,000元",思創數位科技股份有限公司,260人,1年以上,不拘,電腦及其週邊設備製造業,雙北
10/02更新,"軟體系統整合工程師 System Integration Engineer",待遇面議,美時化學製藥股份有限公司,650人,5年以上,"ASP.NET、Java、Python、MS SQL、HTML、JavaScript、CSS",生化科技研發業,雙北
10/11更新,"Full Stack Software Engineer - Omniverse",待遇面議,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975人,5年以上,C++、Python,其他半導體相關業,雙北
10/26更新,"影像處理工程師 (新竹)",待遇面議,印正有限公司,40人,不拘,MCU、C++、Python、DSP、FPGA,IC設計相關業,新竹
10/04更新,資安服務工程師-技術支援(北部辦公室),"月薪27,400~45,000元",誠雲科技股份有限公司,30人,不拘,Linux、PHP、Python、MySQL,電腦軟體服務業,雙北
10/11更新,"Backend Engineer 軟體後端工程師",待遇面議,摩速科技有限公司,70人,不拘,Python、ReactJS、Django,網際網路相關業,雙北
10/24更新,"【諮詢服務】數據分析、數位化與新興科技諮詢 - 顧問","月薪45,000元以上",安永聯合會計師事務所,1800人,不拘,Excel、PowerPoint、Project、Word,會計服務業,雙北
04/27更新,"ML Engineer機器學習工程師",待遇面議,"Taiwan AI Labs_雅婷智慧股份有限公司",暫不提供,不拘,C++、Python,其它軟體及網路相關業,雙北
10/12更新,區塊鏈工程師,"月薪40,000元以上",如牧創新有限公司,10人,不拘,Github、Git、C++、Python、AWS、JavaScript、jQuery,廣告行銷公關業,雙北
10/19更新,"2024研發替代役-車用軟體研發(BSP) - J2238",待遇面議,廣達電腦股份有限公司,8691人,不拘,Linux、C、C++、Python,電腦及其週邊設備製造業,桃園
10/19更新,商業智慧及大數據工程師,"月薪36,000元以上",天應資訊顧問有限公司,55人,不拘,"Windows Server 2019、Python、Cognos、MS SQL、OLAP、Oracle、JavaScript、Tableau、Power BI​、Data Architect、Data Marts",電腦軟體服務業,雙北
10/19更新,資深後端工程師,待遇面議,凱納股份有限公司,160人,3年以上,RDBMS、AWS,其他電子零組件相關業,台中
10/26更新,ICT測試硬體工程師_新竹_00861,"月薪30,000~60,000元",緯創資通股份有限公司,80000人,不拘,Linux、C、Python,電腦及其週邊設備製造業,新竹
10/06更新,"(NR13-B071 ) 產測軟體開發工程師/高級工程師--網路通訊事業群",待遇面議,新漢股份有限公司,1000人,不拘,Linux、Python、JavaScript,電腦及其週邊設備製造業,雙北
09/28更新,系統整合測試工程師,"月薪38,000元以上",維思感創股份有限公司,7人,3年以上,Github、C++、Python、MySQL,醫療器材製造業,雙北
10/24更新,"Senior Developer Relations Manager, Strategic Researcher Engagement",待遇面議,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975人,不拘,不拘,其他半導體相關業,雙北
10/18更新,"軟體開發工程師 Software / Development Engineer","月薪42,000~65,000元",新加坡商羅福斯有限公司台灣分公司,暫不提供,不拘,"Git、ASP.NET、C、C#、C++、Python、MS SQL、JavaScript",電腦及其週邊設備製造業,台中
10/11更新,"FAE Engineer",待遇面議,"TechNexion Ltd_彤晟科技股份有限公司",120人,5年以上,Linux、C、C#、Python、ARM,電腦系統整合服務業,雙北
10/27更新,後端工程師,"月薪30,000~50,000元",瑞艾科技有限公司,暫不提供,不拘,Github、Python、PostgreSQL,數位內容產業,台中
10/04更新,測試工程師,"月薪60,000~100,000元",馬紹爾群島商彩虹科技股份有限公司,90人,3年以上,Python、Socket,網際網路相關業,雙北
10/11更新,資料庫工程師,待遇面議,福又達生物科技股份有限公司,90人,3年以上,"ASP.NET、Python、MS SQL、MySQL",藥品／化妝品及清潔用品批發業,雙北
10/25更新,"1104 生產測試軟體開發工程師 <竹南，備有宿舍>",待遇面議,中磊電子股份有限公司,6500人,不拘,C#、C++、Python,其他電信及通訊相關業,苗栗
10/18更新,程式開發工程師,待遇面議,仲信資產管理股份有限公司,100人,5年以上,"ASP.NET、C#、Python、MS SQL",其他金融及輔助業,雙北
10/18更新,AMR軟體研發工程師(工作地點:台中),待遇面議,Advantech_研華股份有限公司,9430人,不拘,Linux、C#、C++、Python,電腦系統整合服務業,台中
10/04更新,資安工程師(數位鑑識)-20005525,"月薪35,000元以上",安碁資訊股份有限公司,320人,1年以上,"Linux、Windows 10、C、C#、Python",網際網路相關業,雙北
10/18更新,軟體工程師,待遇面議,Tokuyo_督洋生技股份有限公司,200人,2年以上,C#、PHP、Python、ReactNative,百貨相關業,桃園
10/11更新,"[2024 研發替代役] ASIC Physical Design Engineer (RDSS Intern) - Hsinchu",待遇面議,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975人,不拘,不拘,其他半導體相關業,新竹
10/05更新,"高雄| 半導體、雷射技術 | 與全球半導體前三大廠合作 | C#軟體設備工程師 | 具備AOI、自動化設備經驗尤佳 | 2年以上相關經歷 (KTS_1332)","月薪50,000元以上",藝珂人事顧問股份有限公司,暫不提供,2年以上,"C#、Python、Visual Studio、Visual Studio .net、MySQL",人力仲介代徵,高雄
10/11更新,"[大數據股市掘金系統] 專案工程師/助理工程師","月薪30,000~80,000元",全富數位有限公司,100人,不拘,PHP、Python、Go、MySQL,網際網路相關業,雙北
08/29更新,資料科學工程師,待遇面議,緻太股份有限公司,10人,不拘,"C#、Python、ETL、MS SQL",光電產業,新竹
10/26更新,"MIT-北科大 城市科學實驗室副研究員-電子電機工程師",待遇面議,國立臺北科技大學,暫不提供,不拘,Linux、Github、Git、C、C++、Python、ARM,大專校院教育事業,雙北
10/27更新,(2210)TE測試軟體工程師/資深工程師,待遇面議,神準科技股份有限公司,2000人,不拘,C++、Python,通訊機械器材相關業,桃園
10/18更新,"Back-end Engineer 後端工程師 (Billing)(C#) | CBU_10_09",待遇面議,伊雲谷數位科技股份有限公司,500人,3年以上,Git、ASP.NET、C#、PHP、Python、MySQL、AWS、JavaScript,網際網路相關業,雙北
10/23更新,"Quality Assurance Engineer",待遇面議,香港商香港球鞋團隊有限公司,100人,3年以上,Linux、UNIX、PHP、Python、MySQL、JavaScript,綜合商品批發代理業,雙北
10/11更新,"Energy Product Mechanical Engineer 能源產品機構工程師",待遇面議,"Gogoro Taiwan Limited_睿能創意股份有限公司",暫不提供,1年以上,"Matlab、Python、PTC Creo Elements/Direct、AutoCAD、Pro/E",機車及其零件製造業,桃園
10/26更新,"Senior QA Automation Engineer  (vocol.ai)",待遇面議,犀動智能科技股份有限公司,65人,不拘,"Python、JavaScript、Test Scripts",電腦軟體服務業,雙北
10/17更新,數據助理工程師,"月薪28,000~35,000元",雲馥數位股份有限公司,110人,1年以上,Python、R、SAS,網際網路相關業,雙北
10/22更新,軟體工程師,"月薪35,000~45,000元",佑昇精密有限公司,10人,不拘,C#、Python,自動控制相關業,雙北
10/18更新,軟體工程師,待遇面議,"大銀微系統股份有限公司_HIWIN MIKROSYSTEM",630人,不拘,Linux、Git、C、C++、Python,其他電子零組件相關業,台中
10/18更新,"第一事業群-產品服務處-專案組- 專案主任","月薪35,000~70,000元",凱衛資訊股份有限公司,152人,2年以上,Python、Outlook、Project、Visio,電腦系統整合服務業,雙北
09/26更新,韌體研發工程師,"月薪38,000~60,000元",網聯科技股份有限公司,20人,不拘,C、C++、Python、Assembly、Firmware,電腦軟體服務業,台中
10/20更新,"Senior DevOps Engineer (Cloud) 雲端開發運維工程師","年薪1,200,000~2,200,000元",像素數科技術有限公司,暫不提供,2年以上,Python、AWS,電腦軟體服務業,雙北
10/18更新,"數據分析師/工程師(儲備幹部) (新屋廠)",待遇面議,鉅祥企業股份有限公司,800人,不拘,"C#、C++、Python、MySQL、Excel、Word、Power BI​",其他電子零組件相關業,桃園
09/26更新,"(資深) 後端工程師 Jr./ Sr. Backend Engineer","月薪40,000~80,000元",旺德賽斯科技股份有限公司,70人,3年以上,UML、Git、ASP.NET、C#、Python、Go、RDBMS、AWS,電腦軟體服務業,台中
09/18更新,"【台北仁愛校區】積木程式機器人講師  (樂高教育中心)","月薪28,000~35,000元",小孩子創意有限公司附設小孩子文理美術短期補習班,10人,不拘,C、C++、Python,補習班,雙北
10/25更新,"Data Engineer",待遇面議,街口電子支付股份有限公司,190人,2年以上,"Shell、Python、Scala、Data Modeling、MS SQL、MySQL、Tableau",網際網路相關業,雙北
09/27更新,"研發類-AMR(Autonomous Mobile Robot)SW/FW Sr. Engineer 自主移動機器人軟韌體開發資深工程師",待遇面議,中光電智能機器人股份有限公司,80人,3年以上,Linux、MCU、C++、Python、Robot、Firmware,電腦及其週邊設備製造業,雙北
10/11更新,"[2024 研發替代役] ASIC Engineer (RDSS Intern) - Hsinchu/Taipei",待遇面議,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975人,不拘,不拘,其他半導體相關業,雙北
10/20更新,"技術工程類 - 軟體設計工程師 -自動化系統開發【台北】",待遇面議,日月光半導體製造股份有限公司,25000人,不拘,C#、Python、JavaScript,半導體製造業,雙北
10/11更新,軟體開發工程師(台中地區),"月薪40,000~60,000元",英特崴股份有限公司,30人,不拘,C++、Python,其它軟體及網路相關業,台中
10/23更新,儲備基金經理人,待遇面議,永豐證券投資信託股份有限公司,92人,1年以上,Python、Excel、PowerPoint、Word,證券及期貨業,雙北
08/25更新,韌體設計工程師,待遇面議,泓臻科技股份有限公司,暫不提供,3年以上,Linux、MCU、C、C++、Python、ARM,消費性電子產品製造業,雙北
10/11更新,軟體測試工程師,待遇面議,明曜科技股份有限公司,100人,不拘,Linux、Git、C、C#、Python、WinForm,電池製造業,雙北
10/26更新,Python軟體工程師_(R3),"月薪30,000~60,000元",鈊象電子股份有限公司,1000人,不拘,Python,網際網路相關業,雙北
10/16更新,"資深選擇權交易員（Taifex Options）","月薪80,000元以上",台灣芷荊有限公司,10人,不拘,Linux、C++、Python,其他投資理財相關業,雙北
10/13更新,"Finger printer系統測試工程師",待遇面議,瑞昱半導體股份有限公司,6700人,不拘,C、C++、Matlab、Python,半導體製造業,新竹
10/24更新,資料庫及後端工程師,"月薪36,000~42,000元",佐翼科技有限公司,20人,不拘,Linux、Python、JavaScript,其他相關製造業,台南
10/23更新,［數位管理部］後端工程師,待遇面議,達佛羅股份有限公司,240人,5年以上,Git、Python、MySQL、PostgreSQL,金屬加工用機械製造修配業,台中
10/14更新,智慧生產軟體開發工程師,待遇面議,希華晶體科技股份有限公司,暫不提供,不拘,"C、C++、Python、Visual Basic、LabVIEW",其他電子零組件相關業,台中
10/18更新,嵌入式系統軟體工程師,待遇面議,鈺立微電子股份有限公司,55人,3年以上,C、C++、Python,IC設計相關業,雙北
10/23更新,"DevOps 工程師",待遇面議,干城數碼有限公司,暫不提供,1年以上,Linux、Python、AWS,電腦軟體服務業,雙北
09/26更新,".NET Software Developer",待遇面議,Edenred_新加坡商宜睿智慧股份有限公司台灣分公司,130人,5年以上,"AJAX、ASP.NET、C#、Python、MS SQL、HTML、JavaScript、jQuery、CSS",其他金融及輔助業,雙北
10/06更新,AOI/AI/ML訓練員/研發人員,"月薪30,000~40,000元",品元企業股份有限公司,80人,不拘,不拘,其他金屬相關製造業,雙北
10/13更新,虛擬化工程師,待遇面議,瑞昱半導體股份有限公司,6700人,不拘,"C#、Python、MS SQL、Vmware",半導體製造業,新竹
10/26更新,"解決方案工程師 (內容處理)","月薪35,000~60,000元",萬象翻譯股份有限公司,80人,不拘,PHP、Python、hadoop、JavaScript、Excel、Word、Tableau,其他出版業,雙北
10/24更新,人工智慧系統開發工程師,"月薪54,000~110,000元",馬森科技股份有限公司,28人,3年以上,C、C++、Python、LabVIEW,其他商品批發業,台中
10/18更新,軟體開發工程師,"月薪40,000~60,000元",冰點空調_盟昆企業有限公司,200人,3年以上,"Python、Flutter、MS SQL、Oracle、鼎新",家用電器製造業,台南
09/28更新,AI工程師,"月薪40,000元以上",隆佑興業股份有限公司,暫不提供,不拘,Linux、OOP、Github、C++、Python,其他相關製造業,雙北
10/11更新,資安鑑識工程師,"月薪46,000~66,000元",區塊科技股份有限公司,25人,不拘,"Linux、Windows Server 2012、PowerPoint、Word、中文打字50~75、英文打字75~100",其它軟體及網路相關業,雙北
10/25更新,SQL資料庫工程師,"月薪40,000~60,000元",光遠科技股份有限公司,100人,2年以上,AJAX、C、C++、PHP、Python、MySQL,光電產業,桃園
10/25更新,PHP資深網頁後端工程師,"年薪900,000~1,500,000元",核果智能科技股份有限公司,暫不提供,不拘,Linux、Github、PHP、Python、MySQL、HTML、jQuery、CSS,其它軟體及網路相關業,雙北
09/28更新,【2024研發替代役暨預聘】軟體設計資深工程師_電動車軟體新技術開發(中壢),"月薪59,000~75,000元","台達電子工業股份有限公司 _DELTA ELECTRONICS INC.",88000人,不拘,MCU、C、C++、Matlab、Python、JavaScript,其他電子零組件相關業,桃園
10/06更新,【新竹】半導體軟體工程師(視訊面談/無經驗可/不需開發程式),"月薪35,000~40,000元",特瑞科技有限公司,120人,不拘,"Linux、Shell、UNIX、Windows Server 2012、C++、Python、MS SQL、PL/SQL、LAN",人力仲介代徵,新竹
10/25更新,"網路通訊事業處-自動化測試軟體開發工程師 (高雄)",待遇面議,光寶科技股份有限公司,30000人,2年以上,Linux、Git、C#、Python,消費性電子產品製造業,高雄
10/24更新,"[PMW] SQL 資料庫工程師",待遇面議,雲景科技股份有限公司,80人,5年以上,"Python、MS SQL、MySQL",電腦系統整合服務業,雙北
10/04更新,後端工程師(臺北市信義區)(F),待遇面議,鼎漢國際工程顧問股份有限公司,230人,1年以上,"AJAX、C#、Python、MS SQL、JavaScript、jQuery",其他專業／科學及技術業,雙北
10/20更新,"AI Embedded Linux Engineer (Hsinchu)",待遇面議,創鑫智慧股份有限公司,暫不提供,不拘,Linux、C、C++、Python、Drivers,IC設計相關業,新竹
10/23更新,"Data Scientist",待遇面議,奧義智慧科技股份有限公司,65人,不拘,C、C++、Python、R,電腦軟體服務業,雙北
05/22更新,"SSD 韌體開發工程師0510-台北辦公室",待遇面議,"Phison Electronics Corp_群聯電子股份有限公司",3200人,不拘,C、C++、Python,IC設計相關業,雙北
10/28更新,AI軟體設計工程師,待遇面議,格新智能股份有限公司,5人,不拘,C#、C++、Python,電腦軟體服務業,雙北
10/23更新,軟體整合工程師,待遇面議,"Kontron Asia_光宸科技股份有限公司",暫不提供,2年以上,不拘,電腦系統整合服務業,雙北
10/24更新,"Backend / Full Stack Engineer  後端/全端工程師","月薪60,000元以上",香港商香港球鞋團隊有限公司,100人,3年以上,UNIX、Github、Python、MySQL、PostgreSQL、JavaScript、Node.js,綜合商品批發代理業,雙北
09/28更新,網頁程式設計師,"月薪30,000~70,000元",展市華科技有限公司,暫不提供,1年以上,"Linux、Shell、AJAX、PHP、Python、MySQL、Vmware、ActiveX、DHTML、HTML、JavaScript、XML Web services、jQuery、CSS、VueJS、Django",電腦軟體服務業,桃園
10/27更新,【線上面試】AI演算法開發工程師(南投),待遇面議,環鴻科技股份有限公司,24000人,1年以上,不拘,消費性電子產品製造業,南投
10/09更新,"Support Team Leader (Fully Remote)","月薪80,000~120,000元","RiskVal Financial Solutions, LLC_愛科國際管理顧問有限公司",30人,5年以上,"Linux、Shell、Windows Server 2019、MS SQL",電腦軟體服務業,雙北
10/19更新,系統開發工程師(資訊處),待遇面議,永豐金證券股份有限公司,2300人,不拘,"Linux、ASP.NET、C、C#、C++、Python、Visual C++、MS SQL、AS/400、HTML、JavaScript、jQuery、CSS",證券及期貨業,雙北
10/18更新,AI影像視訊處理研發工程師(I1),待遇面議,聯詠科技股份有限公司,2700人,不拘,C、C++、Python,半導體製造業,新竹
09/19更新,"APR 工程師",待遇面議,晶門科技股份有限公司,380人,5年以上,不拘,IC設計相關業,新竹
10/11更新,RD_韌體工程師/資深工程師(台中)(202358),待遇面議,宜鼎國際股份有限公司,800人,不拘,C、C++、Python、ARM,電腦及其週邊設備製造業,台中
10/26更新,資訊主管,待遇面議,鮮乳坊_慕渴股份有限公司,80人,3年以上,"C#、Python、Database Management、MySQL、Tableau",食品什貨批發業,雙北
10/18更新,"測試工程師 (榮興自動化科技 )","月薪45,000~55,000元",榮興工業股份有限公司,900人,2年以上,C、C#、C++、Python,機械器具批發業,台南
10/11更新,(新竹)演算法開發工程師(F),待遇面議,矽創電子股份有限公司,400人,2年以上,C、C++、Python,IC設計相關業,雙北
09/04更新,"Software Engineer, AI Software","年薪1,100,000~1,300,000元",臺灣發展軟體科技股份有限公司,30人,不拘,Linux、C、C++、Python,其它軟體及網路相關業,雙北
10/25更新,"[AI] 醫療器材研發工程師 / Medical Device Research Engineer (士林)","月薪60,000~200,000元",Inventec_英業達股份有限公司,6000人,不拘,C、C++、Python,電腦及其週邊設備製造業,雙北
09/20更新,"音訊演算法工程師 (Audio Algorithm Engineer)",待遇面議,英屬開曼群島商意騰科技股份有限公司台灣分公司,暫不提供,不拘,不拘,IC設計相關業,雙北
10/16更新,"[Bellwether] 電機工程師 Electrical Engineer","月薪70,000元",瑞鑑航太科技股份有限公司,12人,3年以上,"C、C++、Matlab、Python、Circuit Design",航空器及其零件製造修配業,台南
10/20更新,"Software embedded engineer",待遇面議,台灣聚引移動有限公司,150人,3年以上,C++、Linux,其它軟體及網路相關業,雙北
10/18更新,智慧製造軟體研發工程師,"月薪35,000元以上",鋐寶科技股份有限公司,180人,不拘,Linux、C、C++、Python,消費性電子產品製造業,雙北
10/20更新,韌體工程師(中科/台南),"月薪40,000~50,000元",經緯航太科技股份有限公司,180人,1年以上,MCU、C、C++、Python、ARM,其他相關製造業,台中
10/12更新,遊戲機率設計工程師-視訊面試,"月薪45,000~69,000元",尊博科技股份有限公司,200人,不拘,C++、Python、R、Excel、Outlook、PowerPoint、Word,電腦軟體服務業,台中
10/24更新,"【幕僚】風險管理規劃人員 (風險管理)",待遇面議,中租控股_中租迪和股份有限公司,2000人,1年以上,Excel,其他金融及輔助業,雙北
10/20更新,"SRE(Site Reliability Engineer)工程師","月薪73,000~104,000元",全曜財經資訊股份有限公司,400人,5年以上,"Linux、Windows Server 2012、Git、Python、AWS",電腦軟體服務業,雙北
10/02更新,資料工程師,"月薪35,000~60,000元",信福開發國際有限公司,暫不提供,1年以上,不拘,其它軟體及網路相關業,雙北
10/26更新,專案系統維護人員,待遇面議,創思達科技股份有限公司,暫不提供,不拘,"Linux、Windows 10、Python",電腦軟體服務業,高雄
10/25更新,使用者體驗工程師(UXE),待遇面議,炳碩生醫股份有限公司,58人,不拘,"Python、Adobe Acrobat、Excel、PowerPoint、Word、Xmind、SOLIDWORKS Electrical、Axure RP、Figma",醫療器材製造業,雙北
10/11更新,"Battery Mechanical Engineer 電池機構工程師",待遇面議,"Gogoro Taiwan Limited_睿能創意股份有限公司",暫不提供,不拘,"Matlab、Python、PTC Creo Elements/Direct、AutoCAD、Pro/E",機車及其零件製造業,桃園
10/13更新,"資深資料科學分析師 Sr. Data Scientist R&D - 資料科學研發科 (數數發中心, DDT)",待遇面議,國泰金控_國泰金融控股股份有限公司,400人,5年以上,"Linux、Git、Python、Data Modeling、Data Architect",金融控股業,雙北
09/19更新,"SSD Validation SW RD Engineer 0203A",待遇面議,"Phison Electronics Corp_群聯電子股份有限公司",3200人,1年以上,Linux、Shell、Android、C、C++、Python,IC設計相關業,苗栗
10/11更新,軟體專案經理-水利,"月薪48,000~70,000元",興創知能股份有限公司,28人,不拘,"Linux、Python、ANSI SQL、MS SQL、PL/SQL、PostgreSQL、Excel、PowerPoint、Word",電腦系統整合服務業,雙北
10/11更新,"[2024 研發替代役] Software Automation Test Development Engineer (RDSS Intern)",待遇面議,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975人,不拘,不拘,其他半導體相關業,雙北
10/11更新,"BMC Manager",待遇面議,台灣米高蒲志國際股份有限公司,暫不提供,不拘,不拘,人力仲介代徵,雙北
10/03更新,"DevOps/SRE Engineer (DO)",待遇面議,生活市集_創業家兄弟股份有限公司,130人,1年以上,Linux、Github、Jenkins、Python、MySQL、AWS、DNS、Ethernet、Firewall、HTTP、TCP/IP,網際網路相關業,雙北
09/22更新,【經紀】量化交易工程師,待遇面議,群益金鼎證券股份有限公司,2000人,2年以上,"Python、MS SQL",證券及期貨業,雙北
10/23更新,"DevOps 運維工程師",待遇面議,攜贏科技有限公司,10人,1年以上,AWS,其它軟體及網路相關業,雙北
10/24更新,資訊助理,"月薪30,000~40,000元",端點科技股份有限公司,13人,不拘,不拘,電腦軟體服務業,雙北
10/23更新,會計專員,"月薪30,000~60,000元",緯穎科技服務股份有限公司,3000人,不拘,不拘,電腦及其週邊設備製造業,雙北
10/20更新,"ISP/ AI-ISP算法工程師",待遇面議,英屬維京群島商視芯智能股份有限公司台灣分公司,暫不提供,5年以上,Linux、C++、Matlab、Python,IC設計相關業,雙北
10/27更新,"BU01-遊戲數值設計師  (台中)","月薪40,000~60,000元",博星數位股份有限公司,90人,不拘,Python、Excel,數位內容產業,台中
10/24更新,國家太空中心-太空運輸系統處航電組-航電軟體工程師(本職缺預計113年報到),待遇面議,國家太空中心,400人,不拘,不拘,自然科學研發業,台南
10/11更新,"軟體類--(竹北)Data Ops",待遇面議,華邦電子股份有限公司,2800人,2年以上,"C#、Python、R、MS SQL",IC設計相關業,雙北
10/18更新,【台北公司】AI軟體工程師,"月薪54,000元以上",長春人造樹脂廠股份有限公司,4000人,不拘,C++、Python、Node.js,化學原料製造業,雙北
10/19更新,專案經理(5G、AI)-M6-10511,待遇面議,帆宣系統科技股份有限公司,700人,1年以上,"Python、AutoCad 3D、Revit、PLC",半導體製造業,新竹
10/05更新,數金部數據分析人員,"月薪35,000~48,000元",臺灣中小企業銀行股份有限公司,5200人,不拘,不拘,銀行業,雙北
10/03更新,"RD - Software Engineer - Navigation",待遇面議,法博智能移動股份有限公司,暫不提供,2年以上,Linux、C++、Python,電腦及其週邊設備製造業,雙北
10/27更新,FAE工程師/技術經理,待遇面議,博磊智能有限公司,27人,不拘,Github、C、C++、Python、Bluetooth、WLAN,電腦軟體服務業,雙北
09/04更新,【凱基證券/風險管理部】風險管理人員（海外）,待遇面議,凱基證券股份有限公司,2925人,3年以上,不拘,證券及期貨業,雙北
10/04更新,CRM數據分析專員,待遇面議,日崚有限公司,120人,不拘,"Python、ETL、MS SQL、MySQL、Tableau、Google Analytics、Power BI​",廣告行銷公關業,雙北
10/27更新,軟體工程師_12461,"月薪32,000~62,000元",和碩集團_和碩聯合科技股份有限公司,6000人,不拘,Linux、Android,電腦及其週邊設備製造業,雙北
10/18更新,"C# .net工程師",待遇面議,集雲科技股份有限公司,15人,1年以上,"ASP.NET、C#、Python、MS SQL、MySQL、HTML、JavaScript、jQuery、CSS、VueJS",電腦軟體服務業,雙北
10/16更新,演算法工程師,待遇面議,長佳智能股份有限公司,70人,2年以上,C++、Python,其它軟體及網路相關業,台中
10/25更新,"【TenMax】Senior Product Manager (資深產品經理)","月薪70,000~100,000元",騰學廣告科技股份有限公司,60人,7年以上,"Python、Google Analytics",電腦軟體服務業,雙北
10/23更新,資訊工程師(墨西哥),待遇面議,麗窗企業股份有限公司,3000人,5年以上,"C、MS SQL、MySQL、鼎新",塑膠製品製造業,其他
10/05更新,"[小樹生活圈] 後端工程師 Backend Engineer (Junior/Senior)",待遇面議,霖園關係企業_神坊資訊股份有限公司,130人,1年以上,Git、Python、MySQL、RDBMS、AWS、Django,網際網路相關業,雙北
10/09更新,"(台中上班!) AI應用服務高階技術主管-Senior Technical Supervisor of AI Application Services",待遇面議,怡利電子工業股份有限公司,550人,4年以上,C#、C++、Python,消費性電子產品製造業,雙北
10/25更新,台灣半導體研究中心-嵌入式系統應用工程師(計畫人力)_設計服務組(112-020),待遇面議,財團法人國家實驗研究院,1500人,不拘,C、C++、Python,政府／民意機關,新竹
10/02更新,系統工程師,待遇面議,易捷系統股份有限公司,85人,不拘,"Linux、Windows Server 2019、Python、MySQL、Vmware",消費性電子產品製造業,雙北
10/25更新,"資深後端工程師 (Sr.) Backend Engineer",待遇面議,微拓科技股份有限公司,50人,3年以上,Python、Django,電腦軟體服務業,雙北
10/18更新,運維工程師【歡迎實習生!!】,"月薪40,000~65,000元",瑞思科技有限公司,60人,1年以上,Linux、PHP、MySQL、Tomcat,網際網路相關業,雙北
10/25更新,【台中】數據工程師,待遇面議,今網智慧科技股份有限公司,390人,不拘,"C#、Python、VBA、ETL、RDBMS、Tableau、Google Data Studio、Firebase",電腦軟體服務業,雙北
09/07更新,"RD21153 軟體工程師(電競配件)",待遇面議,華碩電腦股份有限公司,暫不提供,不拘,C、C#、C++、Python,電腦及其週邊設備製造業,雙北
10/25更新,矽光產品研發工程師,待遇面議,鴻海精密工業股份有限公司,暫不提供,不拘,不拘,消費性電子產品製造業,新竹
10/11更新,"Senior Software Engineer, Python/Go (Data+Backend) 資深數據工程師",待遇面議,KRONOS_麒點科技有限公司,60人,不拘,C、C++、Java、Python、Go、ETL、AWS,電腦軟體服務業,雙北
10/11更新,"AI演算法工程師｜AI Algorithm Engineer",待遇面議,薩摩亞商動見科技股份有限公司台灣分公司,40人,2年以上,Python,電腦系統整合服務業,雙北
10/18更新,"【採線上面談】資深DevOps工程師/Senior DevOps Engineer",待遇面議,展宸數位有限公司,36人,4年以上,Linux、Shell、Python、MySQL、AWS、DNS,電腦軟體服務業,雙北
09/20更新,電力技術工程師【F】,待遇面議,森崴能源股份有限公司,118人,不拘,Matlab、Python、Excel、PowerPoint、Word,光電產業,雙北
10/11更新,"Silicon Validation Engineer",待遇面議,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975人,不拘,不拘,其他半導體相關業,雙北
10/24更新,"Senior System Software Engineer, Server Validation Toolkit - MGX",待遇面議,NVIDIA_新加坡商輝達開發有限公司台灣分公司,18975人,不拘,Linux、Python,其他半導體相關業,雙北
03/13更新,軟韌體工程師0900,待遇面議,"Phison Electronics Corp_群聯電子股份有限公司",3200人,不拘,C、C++、Python,IC設計相關業,苗栗
10/26更新,"【擴編】嵌入式軟韌體開發工程師｜SW/FW Developer",待遇面議,普萊德科技股份有限公司,160人,不拘,Linux、C、Python,網際網路相關業,雙北
10/11更新,"(資深)後端軟體工程師 (Senior) Software Engineer, Backend, Python/Go (Applications)",待遇面議,KRONOS_麒點科技有限公司,60人,不拘,Java、Python、Go、HTML、CSS、Node.js、HTTP,電腦軟體服務業,雙北
10/24更新,"【Head Office】Data Analyst 資料分析師","月薪35,000~60,000元","Sisley Paris_香港商希思黎化妝品有限公司台灣分公司",280人,3年以上,"ASP.NET、C#、Python、Visual Basic、MySQL",藥品／化妝品及清潔用品零售業,雙北
10/03更新,"R3 - 機率工程師",待遇面議,"Finger Game_芬格國際股份有限公司",180人,不拘,C#、C++、Python、Go,電腦軟體服務業,雙北
